Date,Location,Death Number,Injured Number,Accident Time,Part of Day,Accident Vechile,Accident Type,News Text,News Link
2023-02-18,"['bachamara', 'madaripur', 'dhaka']",[2.0],"[2.0, 3.0]",['9am'],['Morning'],['truck'],vehicle-human,"A Chinese engineer, who sustained severe injuries in a road accident in the district on Saturday morning, succumbed to his injuries at a Dhaka hospital at noon, police said.

The deceased was identified as Ming Sung. He used to work as a survey engineer at the Bhanga-Dhaka Railway project.

Shivchar police station OC Abu Nayeem said that he died while undergoing treatment at Dhaka Medical College Hospital (DMCH).

The accident occurred around 9am as a speeding drum truck rammed a vehicle of the project near Bachamara Bridge in the upazila, leaving three people including the China national critically injured, he said.

They were rushed to DMCH where Ming succumbed to his injuries and the rest are undergoing treatment, the OC said.

The trio was monitoring the works of the project from the vehicle, he said, adding that the identities of the rest could not be known immediately.",https://www.tbsnews.net/bangladesh/chinese-national-dead-2-wounded-madaripur-road-crash-586918
2023-03-05,['sirajganj'],[3.0],[],[],[],['motorcycle'],vehicle-human,"They were travelling to Natore on a motorcycle when a vehicle hit them from behind. All of the riders died on the spot, the police officer said.

“We recovered the dead bodies and took them to the Highway Police Station. We have already informed the families of the dead and will be able to get more information about them once they arrive,” he said.",https://bdnews24.com/bangladesh/5jp1sm80mw
2023-03-05,"['munshiganj', 'gazaria', 'titas']",[4.0],[4.0],['3:45am'],['Night'],['bus'],vehicle-human,"Two people were dead and four others were injured in a collision involving three vehicles at Munshiganj’s Gazaria upazila on the Dhaka-Chattogram highway.

According to police, the accident occurred around 3:45am on Sunday when a microbus carrying Momen Mia, 35, who lived in Saudi Arabia, and his family were heading towards Titas upazila of Cumilla from Hazrat Shahjalal International Airport.

When the microbus reached Gazaria’s Boktar Kandi area, a covered van hit the vehicle from the back, pushing the microbus to the other side of the divider and into the Dhaka-bound lane.

A Dhaka-bound bus carrying 40 passengers from Sajek Valley hit the vehicle a second time.

The bus collided with a nearby tree after failing to control its speed. All the passengers of the bus were unharmed. They were sent to their destination by another bus, UNB Munshiganj correspondent reported.

The deceased were identified as Dulal Mia, 60, brother-in-law of Momen Mia, and Md Hossain, 10, Momen’s nephew. Their bodies have been kept at Bhaberchar Health Complex in Gazaria.

Meanwhile, Momen and his brother, Akhtar Hossain, are undergoing treatment and are in critical condition.

Bhaberchar Highway police outpost sub-inspector Riyad said that the covered van and the bus were seized, but the drivers fled. Police have also seized the damaged microbus.",https://www.newagebd.net/article/196025/two-people-killed-four-injured-in-munshiganj-road-accident
2023-03-06,['matikata'],1,[],['2:00pm'],['Afternoon'],['car'],vehicle-human,"Photo: Khandaker Rahat Tahsin Parash/Traffic Alert Group

A man was critically injured after losing control of his car near Kalshi flyover Monday (6 March).

The fatal road accident took place at Matikata area of Kalshi around 2:00pm. The driver, Imtiaz Habib, 57, sustained severe injuries and was taken to the capital's United Hospital.

Photo: Khandaker Rahat Tahsin Parash/Traffic Alert Group

""The car hit the service lane divider and turned over. The man was driving a Toyota Yaris GR Sport which has been seized. The driver is a multinational company officer hailing from Chattogram,"" said Mostafizur Rahman, assistant commissioner of Traffic Gulshan Division.",https://www.tbsnews.net/bangladesh/man-critically-injured-car-crash-near-kalshi-flyover-595334
2023-03-07,['dhaka'],1,[],[],[],[],N/A,"An explosion in Bangladesh's capital Dhaka kills 17 and injures more than 100

Enlarge this image toggle caption Abdul Goni/AP Abdul Goni/AP

MUMBAI, India — It felt like an earthquake. That's what shopkeeper Safayet Hossain told local media after an explosion blew out the first two floors of a multistory commercial building Tuesday in Bangladesh's capital Dhaka.

The blast was near his shop in the city's old quarter. He said he saw 20 to 25 people lying in the road in front of the damaged building.

""They were crying for help. 'Save us, save us,'"" he said. Footage from the scene shows firefighters carrying burn victims out of the wreckage on stretchers.

At least 17 people were killed, and more than 100 were injured. Officials say the death toll is likely to rise.

The blast hit just before 5 p.m. local time, the end of the work day, in a building that houses a plumbing supply shop and other businesses in a busy commercial district. Electricity was severed for a city block in either direction, and police cordoned off streets.

Officials say they're investigating the cause of the blast, and that a bomb squad is on the scene. One official told reporters at a nearby hospital that it appeared to be an accident. In the past 48 hours, there have been two other blasts blamed on gas leaks in the city.

Enlarge this image toggle caption AP AP

Fire and building safety can often be shoddy in Bangladesh. It was home to one of the world's deadliest industrial disasters, the 2013 Rana Plaza factory collapse, which killed more than 1,100 people. Hundreds die in fires in Dhaka alone each year.

Earlier this week, a massive fire at a cluster of Rohingya refugee camps in southern Bangladesh left some 12,000 homeless, according to the United Nations.

Rescuers at Tuesday's blast site in Dhaka reportedly had to pause their work and evacuate the wreckage at one point, when someone spotted a crack in a support wall.",https://www.npr.org/2023/03/07/1161627793/dhaka-bangladesh-building-explosion
2023-03-07,['dhaka'],1,[],[],[],[],N/A,"An explosion in Bangladesh's capital Dhaka kills 17 and injures more than 100

Enlarge this image toggle caption Abdul Goni/AP Abdul Goni/AP

MUMBAI, India — It felt like an earthquake. That's what shopkeeper Safayet Hossain told local media after an explosion blew out the first two floors of a multistory commercial building Tuesday in Bangladesh's capital Dhaka.

The blast was near his shop in the city's old quarter. He said he saw 20 to 25 people lying in the road in front of the damaged building.

""They were crying for help. 'Save us, save us,'"" he said. Footage from the scene shows firefighters carrying burn victims out of the wreckage on stretchers.

At least 17 people were killed, and more than 100 were injured. Officials say the death toll is likely to rise.

The blast hit just before 5 p.m. local time, the end of the work day, in a building that houses a plumbing supply shop and other businesses in a busy commercial district. Electricity was severed for a city block in either direction, and police cordoned off streets.

Officials say they're investigating the cause of the blast, and that a bomb squad is on the scene. One official told reporters at a nearby hospital that it appeared to be an accident. In the past 48 hours, there have been two other blasts blamed on gas leaks in the city.

Enlarge this image toggle caption AP AP

Fire and building safety can often be shoddy in Bangladesh. It was home to one of the world's deadliest industrial disasters, the 2013 Rana Plaza factory collapse, which killed more than 1,100 people. Hundreds die in fires in Dhaka alone each year.

Earlier this week, a massive fire at a cluster of Rohingya refugee camps in southern Bangladesh left some 12,000 homeless, according to the United Nations.

Rescuers at Tuesday's blast site in Dhaka reportedly had to pause their work and evacuate the wreckage at one point, when someone spotted a crack in a support wall.",https://www.npr.org/2023/03/07/1161627793/dhaka-bangladesh-building-explosion
2023-03-10,[],"[48.0, 34.0]",[],[],[],[],N/A,"Two rescuers at the scene of an explosion at the seven-storey building on North South Road yesterday. Dhaka South City Corporation has put up a banner on the structure declaring it risky and prohibiting people from entering it. The blast on Tuesday left at least 22 people dead and over 100 others injured. Photo: Prabir Das

Over the past decade, there has not been a single conviction in any major fire, and in most cases, the affected establishments went back to business as usual the minute media attention shifted.

Legal experts said the main reason for this is that the victims are poor and vulnerable and the perpetrators are influential enough to manage the cases.

Between 2020 and 2022, there were 13,726 fires in industrial and commercial establishments. The number includes cases of fires caused by boiler explosions or gas leaks.

At least 256 people died in these incidents, and of them 13 were firefighters killed in industrial fires. The fires also caused losses worth at least Tk 291 crore.

Yet, the count of convictions is zero.

""When it comes to investigations, things don't move. Witnesses refuse to show up at court to testify because of the fear of reprisal,"" said Jyotirmoy Barua, a human rights expert.

""The court is still only a place for the rich and the powerful,"" he said.

Khandaker Golam Moazzem, research director at the Centre for Policy Dialogue, said the government is still at the stage where it is assessing the safety concerns at factories. Apart from garment industries, no remedial steps have been taken for any other industries or commercial establishments.

""We do not see them [government] take any big steps and even after large disasters, most [factories or businesses] have been given the permission to reopen and operate.

""A reason why unsafe factories continue to operate is because the Department of Inspection of Factories and Establishments and the fire service do not have the power to shut down factories,"" said Moazzem.

The deadly fire at the BM Container Depot in Chattogram's Sitakunda on June 4 last year shook the whole nation with the scale of the disaster and its sheer human cost. Yet, it has now become a distant memory.

The fire killed 48, including 10 firefighters, and the depot was up and running within five months.

The Detective Branch of police in Chattogram is still investigating the incident and it is yet to submit a report. Nobody is in jail in connection with the incident.

While investigators were dragging their foot with the probe, there was another fire at the very depot in December, indicating lessons were not learnt.

On July 8, 2021, a fire at a factory of Hashem Foods and Beverages Ltd killed 51 people, of whom at least 20 were children.

The children were engaged in hazardous labour at the factory, and the gates were locked, preventing them from escaping the fire.

Hashem Foods and Beverages Ltd is yet to suffer any consequences. All its units in Rupganj of Narayanganj are running at full throttle, except the one that got burnt down.

Owner Abul Hashem and his four sons were released on bail within a month of their arrests.

Nearly two years on, the Criminal Investigation Department is yet to finish the probe.

Interestingly, a month prior to the incident, the DIFE had filed a case with the labour court against Hashem Foods citing safety rules violations. Even this trial has not been completed, said investigators.

On Sept 10, 2016, a boiler exploded at a foil-producing factory in Tongi's BSCIC industrial area killing at least 34 people.

Tampaco Foils Ltd in 2019 started a ""new state of the art plant with most advanced technology, machinery, safety and compliance features ensuring modernaisation and expansion"", according to its website.

""Every single work-related accident with injury to a person is one accident too many!"" read the company's website, which has no mention of the 34 people who died within its walls.

Officials at Tampaco said nobody at the factory has been convicted and that the police have not been able to prove anything.

Officer-in-Charge Mohiuddin of Tongi (east) Police Station does not even know what happened to this case. ""Following the incident, the Tongi police station was split into east and west stations and the case got lost during the process,"" said Mohiuddin.

Bangladesh Legal Aid Services Trust, Ain o Salish Kendra, and others had filed a writ petition with the High Court seeking its directives for adequate compensation for the victims. The writ is still at the hearing stage, said lawyers.

There is another similar cry for compensation that went unanswered.

In 2020, the workers of Tazreen factory spent up to a month on the sidewalk in front of the National Press Club demanding that they be compensated according to section-121 of the International Labour Organisation.

The section states that the victims must be compensated according to the amount they would have earned in their remaining working lives.

Shahbagh police eventually charged truncheon on them and beat up the handicapped workers to chase them away.

Meanwhile, the owner of the factory was able to climb the political ladder. He joined ruling party politics in 2018 and in May last year, he was elected president of Matshajibi League's Dhaka city north unit.

At the court, the trial goes on at snail's pace with the recording of a handful of witnesses' testimonies in seven years.

On Dec 24, 2021, a fire broke out in the engine room of MV Abhijan-10 on the Sugandha river in Jhalakathi. At least 41 died.

Vessel owner Hamzalal Sheikh and two others were arrested but they are now out on bail.

Even in the case of the Rana Plaza collapse, the worst disaster in Bangladesh's history that caused 1,140 deaths, only one out of the 41 people accused is in jail.

The charges were framed in 2016 but none of the 40 could be arrested in six long years.",https://www.thedailystar.net/news/bangladesh/accidents-fires/news/deaths-wont-stop-justice-mirage-3267276
2023-03-13,"['bogura', 'dhaka', 'nandigram']","[3.0, 5.0]",[5.0],['8:00am'],['Morning'],"['bus', 'pickup', 'auto-rickshaw']",vehicle-vehicle,"Three people were killed and five others injured in a head-on collision between a CNG-run auto-rickshaw and a pickup van in the Kunderhat bus stand area under Nandigram upazila on Monday.

The deceased are CNG driver Hefjul Islam, 45, of Damgara village of Nandigram municipal area, Minhajul Rahman, 22, son of Sakhawat Hossain, of Namuit village and Abdul Alim, 3, son of Tansen Ali, a resident of the upazila.

Quoting locals, superintendent of police of highway police Bogura Region Habibur Rahman said that the CNG-run auto-rickshaw was going to Bogura from Nandigram and collided head-on with a pickup van coming from the opposite direction in the area at about 8:00am, leaving three people, including the CNG driver dead on the spot and five others injured.

The injured were taken to Bogura Shaheed Ziaur Rahman Medical College Hospital, he said.

A case was filed in this connection.",https://www.newagebd.net/article/196714/3-killed-5-injured-in-bogura-road-accident
2023-03-13,"['bogura', 'dhaka', 'nandigram']","[3.0, 5.0]",[5.0],['8:00am'],['Morning'],"['bus', 'pickup', 'auto-rickshaw']",vehicle-vehicle,"Three people were killed and five others injured in a head-on collision between a CNG-run auto-rickshaw and a pickup van in the Kunderhat bus stand area under Nandigram upazila on Monday.

The deceased are CNG driver Hefjul Islam, 45, of Damgara village of Nandigram municipal area, Minhajul Rahman, 22, son of Sakhawat Hossain, of Namuit village and Abdul Alim, 3, son of Tansen Ali, a resident of the upazila.

Quoting locals, superintendent of police of highway police Bogura Region Habibur Rahman said that the CNG-run auto-rickshaw was going to Bogura from Nandigram and collided head-on with a pickup van coming from the opposite direction in the area at about 8:00am, leaving three people, including the CNG driver dead on the spot and five others injured.

The injured were taken to Bogura Shaheed Ziaur Rahman Medical College Hospital, he said.

A case was filed in this connection.",https://www.newagebd.net/article/196714/3-killed-5-injured-in-bogura-road-accident
2023-03-14,"['halishahar', 'chattogram']",1,[],['11:00pm'],['Night'],['car'],vehicle-human,"Mohammad Mojahid. -- UNB photo.

A traffic sergeant was killed as a private car hit him in Chattogram's Halishahar area on Monday night.

The deceased is Mohammad Mojahid, 32, a sergeant of the Port Zone Traffic Department.

Sub-inspector Nurul Alam Ashik, in-charge of CMCH police outpost, said that the incident happened at about 11:00pm at Toll Road area of Chattogram's Halishahar.

A speeding car hit Mojahid while he was performing his duty — leaving him seriously injured. He was taken to a hospital, where doctors declared him dead upon arrival.

The driver managed to flee with the car, SI Ashik sdded.",https://www.newagebd.net/article/196795/traffic-sergeant-killed-in-chattogram-road-accident
2023-03-14,"['halishahar', 'chattogram']",1,[],['11:00pm'],['Night'],['car'],vehicle-human,"Mohammad Mojahid. -- UNB photo.

A traffic sergeant was killed as a private car hit him in Chattogram's Halishahar area on Monday night.

The deceased is Mohammad Mojahid, 32, a sergeant of the Port Zone Traffic Department.

Sub-inspector Nurul Alam Ashik, in-charge of CMCH police outpost, said that the incident happened at about 11:00pm at Toll Road area of Chattogram's Halishahar.

A speeding car hit Mojahid while he was performing his duty — leaving him seriously injured. He was taken to a hospital, where doctors declared him dead upon arrival.

The driver managed to flee with the car, SI Ashik sdded.",https://www.newagebd.net/article/196795/traffic-sergeant-killed-in-chattogram-road-accident
2023-03-19,"['shyampur', 'dhaka']",1,[],"['2:00am', '12:15am']",['Night'],"['truck', 'bike', 'motorbike']",vehicle-vehicle,"A pillion rider of a motorbike was killed as he fell from the vehicle after being hit by a truck at Faridabad in Dhaka’s Shyampur area on early Sunday.

The deceased was identified as Md Qurban, 30.

Md Nuruzzaman, sub-inspector of Shyampur police station, said that Qurban fell from the bike and crushed under the wheels of the truck around 12:15am.

Later, he was taken to Dhaka Medical College and Hospital where doctors declared him dead at about 2:00am.

However, police seized the truck but could not arrest its driver.",https://www.newagebd.net/article/197232/motorcycle-pillion-rider-killed-in-dhaka-road-accident
2023-03-19,[],[17.0],[25.0],[],[],['bus'],vehicle-human,"At least 17 people were killed and 25 others were injured in a bus crash on a highway south of the capital Bangladesh on Sunday.Police said they suspected the driver lost control and hit the railing of a recently built major expressway, sending the bus tumbling 30 feet into a roadside ditch.""Seventeen people have died in the accident. The injured were sent to hospitals in the region,"" local police chief Masud Alam said.Road accidents are frequent in Bangladesh due to old and badly maintained vehicles and roads, as well as poorly trained drivers.A highway accident monitor said a record 9,951 people were killed in road accidents in Bangladesh last year.",https://www.gulf-times.com/article/657740/international/bangladesh/17-dead-25-injured-in-bus-crash-in-bangladesh
2023-03-19,"['shibchar', 'dhaka']",1,[],['8am'],['Morning'],['bus'],vehicle-human,"Police say up to 25 people were injured after a bus smashed through a highway fence and plunged into a roadside ditch.

At least 19 people have been killed and up to 25 were injured in Bangladesh after a bus smashed through a highway fence and plunged into a roadside ditch in Bangladesh.

The police said they suspected the driver lost control at 8am (02:00 GMT) on Sunday and hit the railing of a recently built major expressway, sending the bus, carrying more than 40 passengers, tumbling nine metres (30 feet) into the ditch.

“The death toll has risen to 19. At least 12 people were critically injured. They have been sent to Dhaka Medical College Hospital in the capital,” local police chief Masud Alam told AFP news agency after the crash in the southern district of Shibchar.

The death toll could rise further as some of the injured passengers are in critical condition, said Anowar Hossain, police official of Shibchar, where the crash occurred.

The city is 80km (50 miles) from the capital Dhaka.

Road accidents are frequent in Bangladesh due to old and badly maintained vehicles and roads, as well as poorly trained drivers. Fatal road accidents have been on the rise despite the government saying it will reduce them by 50 percent by 2030.

In July last year, nearly 400 people were killed and nearly twice that number were injured in more than 300 road accidents in the two weeks around the Eid al-Adha holidays in Bangladesh.

According to the Bangladeshi passengers’ welfare association, a record 9,951 people were killed in road accidents in Bangladesh last year.",https://www.aljazeera.com/news/2023/3/19/19-killed-in-bangladesh-bus-crash
2023-03-19,[],[17.0],[25.0],[],[],['bus'],vehicle-human,"At least 17 people were killed and 25 others were injured in a bus crash on a highway south of the capital Bangladesh on Sunday.Police said they suspected the driver lost control and hit the railing of a recently built major expressway, sending the bus tumbling 30 feet into a roadside ditch.""Seventeen people have died in the accident. The injured were sent to hospitals in the region,"" local police chief Masud Alam said.Road accidents are frequent in Bangladesh due to old and badly maintained vehicles and roads, as well as poorly trained drivers.A highway accident monitor said a record 9,951 people were killed in road accidents in Bangladesh last year.",https://www.gulf-times.com/article/657740/international/bangladesh/17-dead-25-injured-in-bus-crash-in-bangladesh
2023-03-19,"['shyampur', 'dhaka']",1,[],"['2:00am', '12:15am']",['Night'],"['truck', 'bike', 'motorbike']",vehicle-vehicle,"A pillion rider of a motorbike was killed as he fell from the vehicle after being hit by a truck at Faridabad in Dhaka’s Shyampur area on early Sunday.

The deceased was identified as Md Qurban, 30.

Md Nuruzzaman, sub-inspector of Shyampur police station, said that Qurban fell from the bike and crushed under the wheels of the truck around 12:15am.

Later, he was taken to Dhaka Medical College and Hospital where doctors declared him dead at about 2:00am.

However, police seized the truck but could not arrest its driver.",https://www.newagebd.net/article/197232/motorcycle-pillion-rider-killed-in-dhaka-road-accident
2023-03-21,"['shibpur', 'madaripur', 'durgapur', 'dhaka', 'chauddagram', 'kutubpur']","[2001.0, 2.0, 3.0]","[17.0, 20.0]",[],[],"['bus', 'motorcycle']",vehicle-vehicle,"A rickety four-stroke three-wheeler plies on the China Friendship Bridge near Postagola defying a ban in Dhaka on Tuesday. — Sony Ramany

With frequent road crashes taking place across the country, Bangladesh severely lacks post-road crash care for injured victims.

Due to the absence of such care, the number of deaths and disabilities from road accidents gets high and often creates heavy financial burden for families of victims, health and road safety experts observed.

Devastating road crashes are common in Bangladesh — which is regarded as one of the major reasons against establishing road safety.

At present, in emergency cases, injured victims are taken to upazila health complexes and, in critical cases, they are referred to medical college hospitals.

On Sunday morning, 19 people, including all three bus workers, were killed and about 20 more injured as an Emad Paribahan bus fell into a roadside ditch on the Dhaka–Mawa–Bhanga expressway at Kutubpur under Shibpur upazila of Madaripur district.

Madaripur deputy commissioner Rahima Khatun told New Age that they had sent 17 injured people to the Dhaka Medical College Hospital, where two more died later.

It is a very common situation in Bangladesh that people with serious injuries from most road crashes die on their way to or on their arrival at specialised hospitals as they fail to get emergency special care near the accident spot.

If anyone receives severe injuries to limbs, they are sent to the National Institute of Traumatology and Orthopaedic Rehabilitation for long-term treatment.

Though there are six trauma centres in the country under the health and family welfare ministry for giving emergency care to road accident victims, these centres are almost non-functional now.

For taking injured people from the accident spot to nearby hospitals, Bangladesh also suffers shortage of ambulances while ambulance services are expensive.

In violation of a 2018 High Court directive, most private hospitals do not admit road crash victims for providing treatment to them.

With all these deficiencies, compensations from a designated fund under the Road Transport Act-2018 are yet to be disbursed.

Examples can be taken from a particular highway-side village to highlight various aspects of almost the non-existent post-road crash care facilities in the country.

Some locals of Durgapur village on the Dhaka–Chattogram national highway under Chauddagram upazila said that nearly all families in the village had lost at least one relative in road accidents.

Khorsheda Begum, living at the village for 22 years, said that her neighbour Joynal’s son Rifat recently suffered critical injuries when a vehicle hit him while he was crossing the highway that divides the village.

‘He was sent to the Dhaka Medical College Hospital, from where he came back early as he could not afford to have a family member with him as an attendant at the hospital in the expensive capital city. He is now staying at Chauddagram sadar for treatment, accompanied by a family member, with whatever financial help his family can muster from others,’ she narrated.

What is even more tragic, Khorsheda disclosed that her seven-year old son Arif died in 2001 when an ambulance hit him on the same road.

‘I did not get any financial support from the government till date, but had to spend Tk 20,000 for ambulance and other purposes,’ she added.

Shabana Begum, wife of Md Zafar, another inhabitant of Durgapur village, said that her husband was a victim of a 2020 road accident on the same road, which left him both mentally and physically disabled.

‘I arranged treatment for him for two years, but now I have nothing more left to continue his treatment,’ she said.

According to the Bangladesh Police, 4,638 people were killed in 5,200 road crashes in 2022.

The police statistics on road accidents are based on the First Information Reports prepared by the police after the accidents, in which those who die afterwards in hospitals or other places are not included.

These statistics are the official road crash data provide by the government.

According to Rashid-E-Mahboob, former president of the Bangladesh Medical Association, post-road crash care facilities and quality medical services in Bangladesh are rare and unsatisfactory.

In Bangladesh, the ‘golden hours’ for the treatment of road crash victims are lost as the capacity to provide necessary care and services to such victims is rare, he said, adding that only six trauma centres are there in the country under the health ministry but these, too, are not functional.

Rashid-E-Mahboob, also a former vice-chancellor of the Bangabandhu Sheikh Mujib Medical University, further said that the ambulance services in the country — both in number and quality — were also rare.

‘The government is responsible for providing these facilities and if the government does not do that, then who would?’ he asked.

Professor Shamsul Hoque, a road safety expert and a former director of the Accident Research Institute, said that Bangladesh lacked hospitals equipped for treating road crash victims as well as adequate ambulance services to quickly take such victims to health facilities.

The chances of carrying road crash victims to facilities are especially low if accidents take place in remote areas, he observed.

He viewed that all hospitals must have qualified paramedics and a trauma section to treat road crash victims in order to minimise damages and save lives.

The health ministry should come forward to conduct monitoring if private hospitals have built trauma corners and if they treat road crash victims, the professor further viewed.

In Bangladesh, the majority of road accident victims take treatment at public hospitals as private facilities usually refuse to treat them.

The High Court Division in a ruling on August 8, 2018 directed the health ministry to make it mandatory for private hospitals and clinics to provide emergency medical treatment to road accident victims.

Rashid-E-Mahboob, replying to a question, asked as to who would foot the bill for road accident victims treated at private facilities.

‘So, in the event of an accident, you will be lucky if you get help in time, otherwise you’ll need to crawl to a hospital,’ he said, adding, ‘We need a national policy to address these issues, and decisions from policy makers in this regard.’

Health and family welfare minister Zahid Maleque on March 19 in a written statement told New Age that they were rearranging the entire health system in Bangladesh by giving special focus on primary health services.

In the country, frequent road accidents, especially motorcycle accidents, take place, he said.

‘For this reason, we are planning to work further on this issue,’ he said, adding, ‘We have, meanwhile, increased the number of ambulances so that road crash victims can access quick treatment.’

‘The government is also working to fix the fees of services at private hospitals,’ he said, adding, ‘Along with the public health facilities, the government is giving advice to private hospitals for increasing the quality of their services.’

Authorities have so far received only five applications from road crash victims for compensation since the formulation of the Road Transport Rules in late December of 2022.

The Road Transport Act was enacted in September 2018 following a countrywide student protest for road safety.

No victims have yet received compensation from the financial assistance fund under a trustee board, confirmed BRTA chairman Nur Mohammad Mazumder on March 15.

‘We are progressing step by step in raising the fund. Hopefully, within six months we will be able to start providing compensation to victims,’ he said.",https://www.newagebd.net/article/197453/care-crisis-behind-high-road-crash-deaths
2023-03-24,"['rajapur', 'jhalakathi']",[2.0],[13.0],['9 am'],['Morning'],['bus'],vehicle-human,"The supervisor and a passenger of a Bangladesh Road Transport Corporation (BRTC) bus have died after the vehicle hit a roadside utility pole in Jhalakathi’s Rajapur Upazila.

Thirteen others, including the bus driver, were injured in the accident that occurred on the Rajapur-Bhandaria Road in Kanudaskathi around 9 am on Friday.",https://bdnews24.com/bangladesh/0itbn6hbsu
2023-03-27,"['jhenaidah', 'kaliganj']",1,[],['6 am'],['Morning'],[],N/A,"A couple in Jhenaidah’s Kaliganj Upazila has died in a road accident while taking their daughter to see a doctor.

Their sick daughter and their grandson were also injured in the accident, which occurred near the Mobarakganj Sugar Mill around 6 am on Tuesday, said Kaliganj Police Station chief Abdur Rahim Molla.

The dead were identified as Sabdar Ali, 55 and his wife Parveena Khatun, 45 from Bishoykhali village in Jhenaidah Sadar Upazila.",https://bdnews24.com/bangladesh/zscw27lrdn
2023-03-27,"['dharmapur', 'phulbari', 'dhaka', 'kurigram', 'chandra']",1,[],['10:30am'],['Morning'],['pickup'],vehicle-human,"An elderly man was killed on Monday morning in an accident on the Phulbari-Nageshwari road at Dharmapur area under Phulbari upazila of Kurigram.

The deceased is Kanu Chandra Sen, 65, resident of Dharmapur village of Kashipur union of the upazila.

The accident occurred as a Nageshwari-bound speeding pickup van from Phulbari hit Kanu Chandra Sen when he was crossing the road at about 10:30am on Monday morning, leaving him seriously injured, Phulbari Police Station officer-in-charge Fazlur Rahman said.

Locals rescued him and admitted to Nageshwari upazila Health Complex, where on-duty doctor declared him dead, he said.

Police seized the pickup van but its driver and helper managed to flee the scene, the OC added.",https://www.newagebd.net/article/197873/man-killed-in-kurigram-road-accident
2023-03-28,[],"[35.0, 20.0]",[4.0],[],[],"['bus', 'car']",vehicle-vehicle,"A bus ferrying pilgrims to the holy city of Makkah burst into flames after a collision on a bridge on Monday, killing 20 people and injuring more than two dozens, Saudi state media reported.

The incident in the southern province of Asir highlights persistent challenges to safely transporting worshippers to Makkah and Medina, the holiest cities in Islam.

It comes during the first week of Ramadan, a busy time for umrah pilgrimages, and just months before millions of Muslims are expected to make the annual hajj pilgrimage.

‘According to preliminary information we have now received, the number of deaths in this accident reached 20, and the total number of injuries was approximately 29,’ the state-affiliated Al-Ekhbariya channel reported.

It said the victims had ‘different nationalities’ but did not mention them or provide a breakdown.

The channel said the bus had ‘car trouble’, without specifying, while the private newspaper Okaz said the accident resulted from an issue with the brakes.

The vehicle ‘then collided with a bridge, overturned and caught fire’.

Footage broadcast on Al-Ekhbariya showed a reporter standing in front of what appeared to be the burnt-out shell of the bus.

Transporting worshippers around Saudi Arabia's holy sites is a perilous task, particularly during the hajj, when roads can be chaotic with buses creating interminable traffic jams.

In October 2019, some 35 foreigners were killed and four others injured when a bus collided with another heavy vehicle near Medina.

Yet pilgrimages are an essential component of a burgeoning tourism sector that Saudi officials hope will help diversify the kingdom's economy away from fossil fuels.",https://www.newagebd.net/article/197950/20-umrah-pilgrims-killed-dozens-hurt-in-saudi-arabia-road-accident
